î‘çÜ,VID,AID
7232,K74G04S00097,K74G04S00097
7233,K74G04S00098,K74G04S00098
7234,K74G04S00099,K74G04S00099
7235,K74G04S00100,K74G04S00100
7236,K74G04S00101,K74G04S00101
7237,K74G04S00102,K74G04S00102
7238,K74G04S00103,K74G04S00103
7239,K74G04S00104,K74G04S00104
7240,K74G04S00105,K74G04S00105
7241,K74G04S00106,K74G04S00106
7242,K74G04S00107,K74G04S00107
7243,K74G04S00108,K74G04S00108
7244,K74G04S00109,K74G04S00109
7245,K74G04S00110,K74G04S00110
7246,K74G04S00111,K74G04S00111A
7247,K74G04S00112,K74G04S00112
7248,K74G04S00113,K74G04S00111A
7249,K74G04S00114,K74G04S00114
7250,K74G04S00115,K74G04S00115
7251,K74G04S00116,K74G04S00116
7252,K74G04S00117,K74G04S00117A
7253,K74G04S00118,K74G04S00118
7254,K74G04S00119,K74G04S00119
7255,K74G04S00120,K74G04S00120
7256,K74G04S00121,K74G04S00121
7257,K74G04S00122,K74G04S00117A
7258,K74G04S00123,K74G04S00117A
7259,K74G04S00124,K74G04S00124
7260,K74G04S00125,K74G04S00125
7261,K74G04S00126,K74G04S00126
7262,K74G04S00127,K74G04S00127
7263,K74G04S00128,K74G04S00128
7264,K74G04S00129,K74G04S00129
7265,K74G04S00130,K74G04S00130
7266,K74G04S00131,K74G04S00131
7267,K74G04S00132,K74G04S00132
7268,K74G04S00133,K74G04S00133
7269,K74G04S00134,K74G04S00134
7270,K74G04S00135,K74G04S00135
7271,K74G04S00136,K74G04S00136
7272,K74G04S00137,K74G04S00137
7273,K74G04S00138,K74G04S00138
7274,K74G04S00139,K74G04S00139
7275,K74G04S00140,K74G04S00140
7276,K74G04S00141,K74G04S00141
7277,K74G04S00142,K74G04S00142
7278,K74G04S00143,K74G04S00143
7279,K74G04S00144,K74G04S00144
7280,K74G04S00145,K74G04S00145
7281,K74G04S00146,K74G04S00146
7282,K74G04S00147,K74G04S00147
7283,K74G04S00148,K74G04S00148
7284,K74G04S00149,K74G04S00149
7285,K74G04S00150,K74G04S00150
7286,K74G04S00151,K74G04S00151
7287,K74G04S00152,K74G04S00152
7288,K74G04S00153,K74G04S00153
7289,K74G04S00154,K74G04S00154
7290,K74G04S00155,K74G04S00155
7291,K74G04S00156,K74G04S00156
7292,K74G04S00157,K74G04S00157
7293,K74G04S00158,K74G04S00158
7294,K74G04S00159,K74G04S00159
7295,K74G04S00160,K74G04S00160
7296,K74G04S00161,K74G04S00161
7297,K74G04S00162,K74G04S00162
7298,K74G04S00163,K74G04S00163
7299,K74G04S00164,K74G04S00164
7300,K74G04S00165,K74G04S00165
7301,K74G04S00166,K74G04S00166
7302,K74G04S00167,K74G04S00167
7303,K74G04S00168,K74G04S00168
7304,K74G04S00169,K74G04S00169
7305,K74G04S00170,K74G04S00170
7306,K74G04S00171,K74G04S00171
7307,K74G04S00172,K74G04S00172
7308,K74G04S00173,K74G04S00173
7309,K74G04S00174,K74G04S00174
7310,K74G04S00175,K74G04S00175
7311,K74G04S00176,K74G04S00176
7312,K74G04S00177,K74G04S00177
7313,K74G04S00178,K74G04S00178
7314,K74G04S00179,K74G04S00179
7315,K74G04S00180,K74G04S00180
7316,K74G04S00181,K74G04S00181
7317,K74G04S00182,K74G04S00182
7318,K74G04S00183,K74G04S00183
7319,K74G04S00184,K74G04S00184
7320,K74G04S00185,K74G04S00185
7321,K74G04S00186,K74G04S00186
7322,K74G04S00187,K74G04S00187
7323,K74G04S00188,K74G04S00188
7324,K74G04S00189,K74G04S00189
7325,K74G04S00190,K74G04S00190
7326,K74G04S00191,K74G04S00191
7327,K74G04S00192,K74G04S00192
7328,K74G04S00193,K74G04S00193
7329,K74G04S00194,K74G04S00194
7330,K74G04S00195,K74G04S00195
7331,K74G04S00196,K74G04S00196
7332,K74G04S00197,K74G04S00197
7333,K74G04S00198,K74G04S00198
7334,K74G04S00199,K74G04S00199
7335,K74G04S00200,K74G04S00200
7336,K74G04S00201,K74G04S00201
7337,K74G04S00202,K74G04S00202
7338,K74G04S00203,K74G04S00203
7339,K74G04S00204,K74G04S00204
7340,K74G04S00205,K74G04S00205
7341,K74G04S00206,K74G04S00206
7342,K74G04S00207,K74G04S00207
7343,K74G04S00208,K74G04S00208
7345,K74G04S00210,K74G04S00210
7346,K74G04S00211,K74G04S00211
7347,K74G04S00212,K74G04S00212
7348,K74G04S00213,K74G04S00213
7349,K74G04S00214,K74G04S00214
7350,K74G04S00215,K74G04S00215
7351,K74G04S00216,K74G04S00216
7352,K74G04S00217,K74G04S00217
7353,K74G04S00218,K74G04S00218
7354,K74G04S00219,K74G04S00219
7355,K74G04S00220,K74G04S00220
7356,K74G04S00221,K74G04S00221
7357,K74G04S00222,K74G04S00222
7358,K74G04S00223,K74G04S00223
7359,K74G04S00224,K74G04S00224
7360,K74G04S00225,K74G04S00225
7362,K74G04S00227,K74G04S00227
7364,K74G04S00229,K74G04S00229
7365,K74G04S00230,K74G04S00230
7366,K74G04S00231,K74G04S00231
7367,K74G04S00232,K74G04S00232
7368,K74G04S00233,K74G04S00233
7369,K74G04S00234,K74G04S00234
7371,K74G04S00236,K74G04S00236
7372,K74G04S00237,K74G04S00237
7374,K74G04S00239,K74G04S00239
7375,K74G04S00240,K74G04S00240
7377,K74G04S00242,K74G04S00242
7378,K74G05S00001,K74G05S00001
7379,K74G05S00002,K74G05S00002
7380,K74G05S00003,K74G05S00003
7381,K74G05S00004,K74G05S00004
7382,K74G05S00005,K74G05S00005
7383,K74G05S00006,K74G05S00006
7384,K74G05S00007,K74G05S00007
7385,K74G05S00008,K74G05S00008
7386,K74G05S00009,K74G05S00009
7387,K74G05S00010,K74G05S00010
7388,K74G05S00011,K74G05S00011
7389,K74G05S00012,K74G05S00012
7390,K74G05S00013,K74G05S00013
7391,K74G05S00014,K74G05S00014
7392,K74G05S00015,K74G05S00015
7393,K74G05S00016,K74G05S00016
7394,K74G05S00017,K74G05S00017A
7395,K74G05S00018,K74G05S00018
7396,K74G05S00019,K74G05S00019
7397,K74G05S00020,K74G05S00020
7398,K74G05S00021,K74G05S00021
7399,K74G05S00022,K74G05S00022
7400,K74G05S00023,K74G05S00023
7401,K74G05S00024,K74G05S00024
7402,K74G05S00025,K74G05S00025
7403,K74G05S00026,K74G05S00026
7404,K74G05S00027,K74G05S00017A
7405,K74G05S00028,K74G05S00028
7406,K74G05S00029,K74G05S00029
7407,K74G05S00030,K74G05S00030
7408,K74G05S00031,K74G05S00031
7409,K74G05S00032,K74G05S00032
7410,K74G05S00033,K74G05S00033
7411,K74G05S00034,K74G05S00034
7412,K74G05S00035,K74G05S00035
7413,K74G05S00036,K74G05S00036
7414,K74G05S00037,K74G05S00037
7415,K74G05S00038,K74G05S00038A
7416,K74G05S00039,K74G05S00038A
7417,K74G05S00040,K74G05S00040
7418,K74G05S00041,K74G05S00041
7419,K74G05S00042,K74G05S00042
7420,K74G05S00043,K74G05S00043
7421,K74G05S00044,K74G05S00044
7422,K74G05S00045,K74G05S00045
7423,K74G05S00046,K74G05S00046
7424,K74G05S00047,K74G05S00047
7425,K74G05S00048,K74G05S00048
7426,K74G05S00049,K74G05S00049
7427,K74G05S00050,K74G05S00050
7428,K74G05S00051,K74G05S00051
7429,K74G05S00052,K74G05S00052
7430,K74G05S00053,K74G05S00053
7431,K74G05S00054,K74G05S00054
7432,K74G05S00055,K74G05S00055
7433,K74G05S00056,K74G05S00056
7434,K74G05S00057,K74G05S00057
7435,K74G05S00058,K74G05S00058
7436,K74G05S00059,K74G05S00059
7437,K74G05S00060,K74G05S00060
7438,K74G05S00061,K74G05S00061
7439,K74G05S00062,K74G05S00062
7440,K74G05S00063,K74G05S00063
7441,K74G05S00064,K74G05S00064
7442,K74G05S00065,K74G05S00065
7443,K74G05S00066,K74G05S00066
7444,K74G05S00067,K74G05S00067
7445,K74G05S00068,K74G05S00068
7446,K74G05S00069,K74G05S00069
7447,K74G05S00070,K74G05S00070
7448,K74G05S00071,K74G05S00071
7449,K74G05S00072,K74G05S00072
7450,K74G05S00073,K74G05S00073
7451,K74G05S00074,K74G05S00074
7452,K74G05S00075,K74G05S00075
7453,K74G05S00076,K74G05S00076
7454,K74G05S00077,K74G05S00077
7455,K74G05S00078,K74G05S00078
7456,K74G05S00079,K74G05S00079
7457,K74G05S00080,K74G05S00080A
7458,K74G05S00081,K74G05S00081
7459,K74G05S00082,K74G05S00082
7460,K74G05S00083,K74G05S00083
7461,K74G05S00084,K74G05S00084
7462,K74G05S00085,K74G05S00085
7463,K74G05S00086,K74G05S00086
7464,K74G05S00087,K74G05S00087
7465,K74G05S00088,K74G05S00088
7466,K74G05S00089,K74G05S00089
7467,K74G05S00090,K74G05S00090
7468,K74G05S00091,K74G05S00091
7469,K74G05S00092,K74G05S00092
7470,K74G05S00093,K74G05S00093
7471,K74G05S00094,K74G05S00094
7472,K74G05S00095,K74G05S00095
7473,K74G05S00096,K74G05S00096
7474,K74G05S00097,K74G05S00097
7475,K74G05S00098,K74G05S00098
7476,K74G05S00099,K74G05S00099A
7477,K74G05S00100,K74G05S00099A
7478,K74G05S00101,K74G05S00101
7479,K74G05S00102,K74G05S00102
7480,K74G05S00103,K74G05S00103
7481,K74G05S00104,K74G05S00104
7482,K74G05S00105,K74G05S00105
7483,K74G05S00106,K74G05S00106
7484,K74G05S00107,K74G05S00080A
7485,K74G05S00108,K74G05S00108
7486,K74G05S00109,K74G05S00109
7487,K74G05S00110,K74G05S00110
7488,K74G05S00111,K74G05S00111
7489,K74G05S00112,K74G05S00112
7490,K74G05S00113,K74G05S00113
7491,K74G05S00114,K74G05S00114
7492,K74G05S00115,K74G05S00115A
7493,K74G05S00116,K74G05S00115A
7494,K74G05S00117,K74G05S00117
7495,K74G05S00118,K74G05S00118
7496,K74G05S00119,K74G05S00119
7497,K74G05S00120,K74G05S00115A
7498,K74G05S00121,K74G05S00121
7499,K74G05S00122,K74G05S00122
7500,K74G05S00123,K74G05S00123
7501,K74G05S00124,K74G05S00124
7502,K74G05S00125,K74G05S00125
7503,K74G05S00126,K74G05S00126
7504,K74G05S00127,K74G05S00127
7505,K74G05S00128,K74G05S00128
7506,K74G05S00129,K74G05S00129
7507,K74G05S00130,K74G05S00130
7508,K74G05S00131,K74G05S00131
7509,K74G05S00132,K74G05S00132
7510,K74G05S00133,K74G05S00133
7511,K74G05S00134,K74G05S00134
7512,K74G05S00135,K74G05S00135
7513,K74G05S00136,K74G05S00136
7514,K74G05S00137,K74G05S00137
7515,K74G05S00138,K74G05S00138
7516,K74G05S00139,K74G05S00139
7517,K74G05S00140,K74G05S00140
7518,K74G05S00141,K74G05S00141
7519,K74G05S00142,K74G05S00142
7520,K74G05S00143,K74G05S00143
7521,K74G05S00144,K74G05S00144
7522,K74G05S00145,K74G05S00145
7523,K74G05S00146,K74G05S00146A
7524,K74G05S00147,K74G05S00147
7525,K74G05S00148,K74G05S00146A
7526,K74G05S00149,K74G05S00149
7527,K74G05S00150,K74G05S00150
7528,K74G05S00151,K74G05S00151
7529,K74G05S00152,K74G05S00152
7530,K74G05S00153,K74G05S00153
7531,K74G05S00154,K74G05S00154
7532,K74G05S00155,K74G05S00155
7533,K74G05S00156,K74G05S00156
7534,K74G05S00157,K74G05S00157
7535,K74G05S00158,K74G05S00158
7536,K74G05S00159,K74G05S00159
7537,K74G05S00160,K74G05S00160
7538,K74G05S00161,K74G05S00161
7539,K74G05S00162,K74G05S00162
7540,K74G05S00163,K74G05S00163
7541,K74G05S00164,K74G05S00164
7542,K74G05S00165,K74G05S00165
7543,K74G05S00166,K74G05S00166A
7544,K74G05S00167,K74G05S00166A
7545,K74G05S00168,K74G05S00168
7546,K74G05S00169,K74G05S00169
7547,K74G05S00170,K74G05S00170
7548,K74G05S00171,K74G05S00171
7549,K74G05S00172,K74G05S00172
7550,K74G05S00173,K74G05S00173
7551,K74G05S00174,K74G05S00174
7552,K74G05S00175,K74G05S00175
7553,K74G05S00176,K74G05S00176
7554,K74G05S00177,K74G05S00177
7555,K74G05S00178,K74G05S00178
7556,K74G05S00179,K74G05S00179
7557,K74G05S00180,K74G05S00180
7558,K74G05S00181,K74G05S00181
7559,K74G06S00001,K74G06S00001
7560,K74G06S00002,K74G06S00002
7561,K74G06S00003,K74G06S00003
7562,K74G06S00004,K74G06S00004
7563,K74G06S00005,K74G06S00005
7564,K74G06S00006,K74G06S00006
7565,K74G06S00007,K74G06S00007
7566,K74G06S00008,K74G06S00008
7567,K74G06S00009,K74G06S00009
7568,K74G06S00010,K74G06S00010
7569,K74G06S00011,K74G06S00011
7570,K74G06S00012,K74G06S00012
7571,K74G06S00013,K74G06S00013
7572,K74G06S00014,K74G06S00014
7573,K74G06S00015,K74G06S00015
7574,K74G06S00016,K74G06S00016
7575,K74G06S00017,K74G06S00017
7576,K74G06S00018,K74G06S00018
7577,K74G06S00019,K74G06S00019
7578,K74G06S00020,K74G06S00020
7579,K74G06S00021,K74G06S00021
7580,K74G06S00022,K74G06S00022
7581,K74G06S00023,K74G06S00023
7582,K74G06S00024,K74G06S00024
7583,K74G06S00025,K74G06S00025
7584,K74G06S00026,K74G06S00026
7585,K74G06S00027,K74G06S00027
7586,K74G06S00028,K74G06S00028
7587,K74G06S00029,K74G06S00029
7588,K74G06S00030,K74G06S00030
7589,K74G06S00031,K74G06S00031
7590,K74G06S00032,K74G06S00032
7591,K74G06S00033,K74G06S00033
7592,K74G06S00034,K74G06S00034
7593,K74G06S00035,K74G06S00035
7594,K74G06S00036,K74G06S00036A
7595,K74G06S00037,K74G06S00036A
7596,K74G06S00038,K74G06S00038
7597,K74G06S00039,K74G06S00039
7598,K74G06S00040,K74G06S00040
7599,K74G06S00041,K74G06S00041
7600,K74G06S00042,K74G06S00042
7601,K74G06S00043,K74G06S00043
7602,K74G06S00044,K74G06S00044
7603,K74G06S00045,K74G06S00045
7604,K74G06S00046,K74G06S00046
7605,K74G06S00047,K74G06S00047
7606,K74G06S00048,K74G06S00048
7607,K74G06S00049,K74G06S00049
7608,K74G06S00050,K74G06S00050
7609,K74G06S00051,K74G06S00051
7611,K74G06S00052,K74G06S00052
7612,K74G06S00053,K74G06S00053
7613,K74G06S00054,K74G06S00054
7614,K74G06S00055,K74G06S00055
7615,K74G06S00056,K74G06S00056
7616,K74G06S00057,K74G06S00057
7617,K74G06S00058,K74G06S00058
7618,K74G06S00059,K74G06S00059
7619,K74G06S00060,K74G06S00060
7620,K74G06S00061,K74G06S00061
7621,K74G06S00062,K74G06S00062
7622,K74G06S00063,K74G06S00063
7623,K74G06S00064,K74G06S00064
7624,K74G06S00065,K74G06S00065
7625,K74G06S00066,K74G06S00066
7626,K74G06S00067,K74G06S00067
7627,K74G06S00068,K74G06S00068
7628,K74G06S00069,K74G06S00069
7629,K74G06S00070,K74G06S00070
7630,K74G06S00071,K74G06S00071
7631,K74G06S00072,K74G06S00072
7632,K74G06S00073,K74G06S00073
7633,K74G06S00074,K74G06S00074
7634,K74G06S00075,K74G06S00075
7635,K74G06S00076,K74G06S00076
7636,K74G06S00077,K74G06S00077
7637,K74G06S00078,K74G06S00078
7638,K74G06S00079,K74G06S00079
7639,K74G06S00080,K74G06S00080
7640,K74G06S00081,K74G06S00081
7641,K74G06S00082,K74G06S00082
7642,K74G06S00083,K74G06S00083
7643,K74G06S00084,K74G06S00084
7644,K74G06S00085,K74G06S00085
7645,K74G06S00086,K74G06S00086
7646,K74G06S00087,K74G06S00087
7647,K74G06S00088,K74G06S00088
7648,K74G07S00001,K74G07S00001
7649,K74G07S00002,K74G07S00002
7650,K74G07S00003,K74G07S00003
7651,K74G07S00004,K74G07S00004
7652,K74G07S00005,K74G07S00005
7653,K74G07S00006,K74G07S00006A
7654,K74G07S00007,K74G07S00007
7655,K74G07S00008,K74G07S00008
7656,K74G07S00009,K74G07S00009
7657,K74G07S00010,K74G07S00010
7658,K74G07S00011,K74G07S00011
7659,K74G07S00012,K74G07S00012
7660,K74G07S00013,K74G07S00013
7661,K74G07S00014,K74G07S00006A
7662,K74G07S00015,K74G07S00015
7663,K74G07S00016,K74G07S00016
7664,K74G07S00017,K74G07S00006A
7665,K74G07S00018,K74G07S00006A
7666,K74G07S00019,K74G07S00019
7667,K74G07S00020,K74G07S00020
7668,K74G07S00021,K74G07S00021
7669,K74G07S00022,K74G07S00022
7670,K74G07S00023,K74G07S00023
7671,K74G07S00024,K74G07S00024
7672,K74G07S00025,K74G07S00025
7673,K74G07S00026,K74G07S00026A
7674,K74G07S00027,K74G07S00026A
7675,K74G07S00028,K74G07S00028
7676,K74G07S00029,K74G07S00029
7677,K74G07S00030,K74G07S00030
7678,K74G07S00031,K74G07S00031
7679,K74G07S00032,K74G07S00032
7680,K74G07S00033,K74G07S00033
7681,K74G07S00034,K74G07S00034
7682,K74G07S00035,K74G07S00035
7683,K74G07S00036,K74G07S00036
7684,K74G07S00037,K74G07S00037
7685,K74G07S00038,K74G07S00038
7686,K74G07S00039,K74G07S00039
7687,K74G07S00040,K74G07S00040
7688,K74G07S00041,K74G07S00041
7689,K74G07S00042,K74G07S00042
7690,K74G07S00043,K74G07S00043
7691,K74G07S00044,K74G07S00044
7692,K74G07S00045,K74G07S00045
7693,K74G07S00046,K74G07S00046A
7694,K74G07S00047,K74G07S00047
7695,K74G07S00048,K74G07S00048
7696,K74G07S00049,K74G07S00049
7697,K74G07S00050,K74G07S00050
7698,K74G07S00051,K74G07S00051
7699,K74G07S00052,K74G07S00052
7700,K74G07S00053,K74G07S00053
7701,K74G07S00054,K74G07S00054A
7702,K74G07S00055,K74G07S00055A
7703,K74G07S00056,K74G07S00056A
7704,K74G07S00057,K74G07S00056A
7705,K74G07S00058,K74G07S00054A
7706,K74G07S00059,K74G07S00059
7707,K74G07S00060,K74G07S00060
7708,K74G07S00061,K74G07S00061
7709,K74G07S00062,K74G07S00062A
7710,K74G07S00063,K74G07S00063
7711,K74G07S00064,K74G07S00064
7712,K74G07S00065,K74G07S00065
7713,K74G07S00066,K74G07S00066
7714,K74G07S00067,K74G07S00067
7715,K74G07S00068,K74G07S00068
7716,K74G07S00069,K74G07S00069
7717,K74G07S00070,K74G07S00055A
7718,K74G07S00071,K74G07S00062A
7719,K74G07S00072,K74G07S00072
7720,K74G07S00073,K74G07S00073
7721,K74G07S00074,K74G07S00074
7722,K74G07S00075,K74G07S00075
7723,K74G07S00076,K74G07S00076
7724,K74G07S00077,K74G07S00077
7725,K74G07S00078,K74G07S00046A
7726,K74G07S00079,K74G07S00079
7727,K74G07S00080,K74G07S00080
7728,K74G07S00081,K74G07S00081
7729,K74G07S00082,K74G07S00082
7730,K74G07S00083,K74G07S00083
7731,K74G07S00084,K74G07S00084
7732,K74G07S00085,K74G07S00085
7733,K74G07S00086,K74G07S00086
7734,K74G07S00087,K74G07S00087
7735,K74G07S00088,K74G07S00088
7736,K74G07S00089,K74G07S00089
7737,K74G07S00090,K74G07S00090
7738,K74G07S00091,K74G07S00091A
7739,K74G07S00092,K74G07S00092
7740,K74G07S00093,K74G07S00093
7741,K74G07S00094,K74G07S00094
7742,K74G07S00095,K74G07S00095
7743,K74G07S00096,K74G07S00096
7744,K74G07S00097,K74G07S00097
7745,K74G07S00098,K74G07S00098
7746,K74G07S00099,K74G07S00091A
7747,K74G07S00100,K74G07S00100
7748,K74G07S00101,K74G07S00101
7749,K74G07S00102,K74G07S00102
7750,K74G07S00103,K74G07S00103
7751,K74G07S00104,K74G07S00104
7752,K74G07S00105,K74G07S00105
7753,K74G07S00106,K74G07S00106
7754,K74G07S00107,K74G07S00107
7755,K74G07S00108,K74G07S00108
7756,K74G07S00109,K74G07S00109
7757,K74G07S00110,K74G07S00110
7758,K74G07S00111,K74G07S00111
7759,K74G07S00112,K74G07S00112
7760,K74G07S00113,K74G07S00113
7761,K74G07S00114,K74G07S00114
7762,K74G07S00115,K74G07S00115
7763,K74G08S00001,K74G08S00001
7764,K74G08S00002,K74G08S00002
7765,K74G08S00003,K74G08S00003
7766,K74G08S00004,K74G08S00004
7767,K74G08S00005,K74G08S00005
7768,K74G08S00006,K74G08S00006
7769,K74G08S00007,K74G08S00007
7770,K74G08S00008,K74G08S00008
7771,K74G08S00009,K74G08S00009
7772,K74G08S00010,K74G08S00010
7773,K74G08S00011,K74G08S00011
7774,K74G08S00012,K74G08S00012
7775,K74G08S00013,K74G08S00013
7776,K74G08S00014,K74G08S00014
7777,K74G08S00015,K74G08S00015
7778,K74G08S00016,K74G08S00016A
7779,K74G08S00017,K74G08S00016A
7780,K74G08S00018,K74G08S00018
7781,K74G08S00019,K74G08S00019
7782,K74G08S00020,K74G08S00020
,K74G08S00021,K74G08S00021
7784,K74G08S00022,K74G08S00022
7785,K74G08S00023,K74G08S00023
7786,K74G08S00024,K74G08S00024
7787,K74G08S00025,K74G08S00025
7788,K74G08S00026,K74G08S00026
7789,K74G08S00027,K74G08S00027
7790,K74G08S00028,K74G08S00028
7791,K74G08S00029,K74G08S00029
7792,K74G08S00030,K74G08S00030
7793,K74G08S00031,K74G08S00031
7794,K74G08S00032,K74G08S00032
7795,K74G08S00033,K74G08S00033
7796,K74G08S00034,K74G08S00034
7797,K74G08S00035,K74G08S00035
7798,K74G08S00036,K74G08S00036
7799,K74G08S00037,K74G08S00037
7800,K74G08S00038,K74G08S00038
7801,K74G08S00039,K74G08S00039
7802,K74G08S00040,K74G08S00040
7803,K74G08S00041,K74G08S00041
7804,K74G08S00042,K74G08S00042
7805,K74G08S00043,K74G08S00043
7806,K74G08S00044,K74G08S00044
7807,K74G08S00045,K74G08S00045
7808,K74G08S00046,K74G08S00046
7809,K74G08S00047,K74G08S00047
7810,K74G08S00048,K74G08S00048
7811,K74G08S00049,K74G08S00049
7812,K74G08S00050,K74G08S00050
7813,K74G08S00051,K74G08S00051
7814,K74G08S00052,K74G08S00052
7815,K74G08S00053,K74G08S00053
7816,K74G08S00054,K74G08S00054
7817,K74G08S00055,K74G08S00055
7818,K74G08S00056,K74G08S00056
7819,K74G08S00057,K74G08S00057
7820,K74G08S00058,K74G08S00058
7821,K74G08S00059,K74G08S00059
,K74G04S10001,K74G04S10001
,K74G05S10001,K74G05S10001
,K74G02S10001,K74G02S10001
,K74G08S10015,K74G08S10015
,K74G08S10001,K74G08S10001
,K74G08S10002,K74G08S10002
,K74G08S10003,K74G08S10003
,K74G08S10004,K74G08S10004
,K74G08S10005,K74G08S10005
,K74G08S10006,K74G08S10006
,K74G08S10007,K74G08S10007
,K74G08S10008,K74G08S10008
,K74G08S10009,K74G08S10009
,K74G08S10010,K74G08S10010
,K74G08S10011,K74G08S10011
,K74G08S10012,K74G08S10012
,K74G08S10013,K74G08S10013
,K74G08S10014,K74G08S10014
,K74G04S10002,K74G04S10002
6711,K74G01S10001,K74G01S10001
6710,K74G01S10002,K74G01S10002
6727,K74G01S10004,K74G01S10004
6727,K74G01S10003,K74G01S10003
6727,K74G01S10005,K74G01S10005
7602,K74G06S10001,K74G06S10001
5547,K73G01S00359,K73G01S00359
5558,K73G01S00370,K73G01S00370
5559,K73G01S00371,K73G01S00371
5557,K73G01S00369,K73G01S00369
5555,K73G01S00367,K73G01S00367
5545,K73G01S00357,K73G01S00357
5556,K73G01S00368,K73G01S00368
5546,K73G01S00358,K73G01S00358
5552,K73G01S00364,K73G01S00364
5548,K73G01S00360,K73G01S00360
5554,K73G01S00366,K73G01S00366
5553,K73G01S00365,K73G01S00365
5550,K73G01S00362,K73G01S00362
5549,K73G01S00361,K73G01S00361
5573,K73G01S00385,K73G01S00385
5572,K73G01S00384,K73G01S00384
6236,K73G04S00177,K73G04S00177
6235,K73G04S00176,K73G04S00176
6234,K73G04S00175,K73G04S00175
6231,K73G04S00172,K73G04S00172
6212,K73G04S00153,K73G04S00153A
6228,K73G04S00169,K73G04S00153A
6233,K73G04S00174,K73G04S00174
6237,K73G04S00178,K73G04S00178
6210,K73G04S00151,K73G04S00151A
6215,K73G04S00156,K73G04S00151A
6216,K73G04S00157,K73G04S00151A
5859,K73G03S00105,K73G03S00105
6410,K73G04S00342,K73G04S00342
6417,K73G04S00349,K73G04S00349
5271,K73G01S00146,K73G01S00146
6046,K73G03S00292,K73G03S00292
6044,K73G03S00290,K73G03S00290
6045,K73G03S00291,K73G03S00291
6047,K73G03S00293,K73G03S00293
5658,K73G01S00454,K73G01S00454
5651,K73G01S00447,K73G01S00447
5160,K73G01S00049,K73G01S00049
5159,K73G01S00048,K73G01S00048
5824,K73G03S00070,K73G03S00070
5858,K73G03S00104,K73G03S00104
5830,K73G03S00076,K73G03S00076
5825,K73G03S00071,K73G03S00071
5826,K73G03S00072,K73G03S00072
5827,K73G03S00073,K73G03S00073
5857,K73G03S00103,K73G03S00103
5828,K73G03S00074,K73G03S00074
5829,K73G03S00075,K73G03S00075
5551,K73G01S00363,K73G01S00363
5487,K73G01S00313,K73G01S00313
5248,K73G01S00123,K73G01S00123
5488,K73G01S00314,K73G01S00314
6414,K73G04S00346,K73G04S00346A
6415,K73G04S00347,K73G04S00346A
6422,K73G04S00354,K73G04S00354
6442,K73G04S00374,K73G04S00374
6420,K73G04S00352,K73G04S00352
6462,K73G04S00392,K73G04S00392
6412,K73G04S00344,K73G04S00344A
6413,K73G04S00345,K73G04S00344A
6416,K73G04S00348,K73G04S00348
6472,K73G04S00402,K73G04S00402
6423,K73G04S00355,K73G04S00355A
6460,K73G04S00390,K73G04S00355A
6411,K73G04S00343,K73G04S00343
6418,K73G04S00350,K73G04S00350
6443,K73G04S00375,K73G04S00375
5519,K73G01S00340,K73G01S00340
